207	bph treatment	clueweb12-1809wb-95-20952
207	bph treatment	clueweb12-1811wb-35-10653
208	doctor zhivago	clueweb12-0001wb-25-23616
208	doctor zhivago	clueweb12-0007wb-13-19987
208	doctor zhivago	clueweb12-0104wb-13-05860
208	doctor zhivago	clueweb12-0404wb-38-07381
208	doctor zhivago	clueweb12-0407wb-02-20388
208	doctor zhivago	clueweb12-0604wb-48-19968
208	doctor zhivago	clueweb12-0611wb-03-14096
208	doctor zhivago	clueweb12-0700tw-75-14955
208	doctor zhivago	clueweb12-0800tw-25-08141
208	doctor zhivago	clueweb12-0800tw-25-08178
208	doctor zhivago	clueweb12-0805wb-43-00390
208	doctor zhivago	clueweb12-1003wb-76-16777
208	doctor zhivago	clueweb12-1301wb-88-19658
208	doctor zhivago	clueweb12-1502wb-03-18576
208	doctor zhivago	clueweb12-1615wb-11-05365
208	doctor zhivago	clueweb12-1713wb-83-14330
208	doctor zhivago	clueweb12-1714wb-35-30143
209	land surveyor	clueweb12-0105wb-14-09800
209	land surveyor	clueweb12-0200wb-00-15618
209	land surveyor	clueweb12-0200wb-68-20778
209	land surveyor	clueweb12-0201wb-59-07088
209	land surveyor	clueweb12-0511wb-90-31465
209	land surveyor	clueweb12-0712wb-94-14061
209	land surveyor	clueweb12-0815wb-23-14403
209	land surveyor	clueweb12-1106wb-12-05718
209	land surveyor	clueweb12-1300tw-42-05868
209	land surveyor	clueweb12-1405wb-23-03730
209	land surveyor	clueweb12-1405wb-47-29126
209	land surveyor	clueweb12-1406wb-09-24505
209	land surveyor	clueweb12-1811wb-53-13078
209	land surveyor	clueweb12-1814wb-17-25239
209	land surveyor	clueweb12-1900tw-42-18458
210	golf gps	clueweb12-0107wb-32-02462
210	golf gps	clueweb12-0109wb-44-22956
210	golf gps	clueweb12-0110wb-66-19553
210	golf gps	clueweb12-0110wb-76-12435
210	golf gps	clueweb12-0301wb-91-09780
210	golf gps	clueweb12-0704wb-25-24974
210	golf gps	clueweb12-0705wb-03-25194
210	golf gps	clueweb12-0705wb-03-25195
210	golf gps	clueweb12-0808wb-94-14177
210	golf gps	clueweb12-1100tw-71-13321
210	golf gps	clueweb12-1508wb-62-14300
210	golf gps	clueweb12-1600wb-59-07451
210	golf gps	clueweb12-1703wb-86-19784
210	golf gps	clueweb12-1704wb-16-00788
210	golf gps	clueweb12-1800tw-40-00906
210	golf gps	clueweb12-1800tw-55-22363
211	what is madagascar known for	clueweb12-0000wb-70-03735
211	what is madagascar known for	clueweb12-0007wb-52-06376
211	what is madagascar known for	clueweb12-0007wb-59-17886
211	what is madagascar known for	clueweb12-0009wb-18-30131
211	what is madagascar known for	clueweb12-0201wb-53-29562
211	what is madagascar known for	clueweb12-0208wb-86-28205
211	what is madagascar known for	clueweb12-0305wb-01-26878
211	what is madagascar known for	clueweb12-0305wb-02-07033
211	what is madagascar known for	clueweb12-0305wb-02-07034
211	what is madagascar known for	clueweb12-0305wb-95-18813
211	what is madagascar known for	clueweb12-0305wb-95-18814
211	what is madagascar known for	clueweb12-0401wb-11-16178
211	what is madagascar known for	clueweb12-0401wb-28-17016
211	what is madagascar known for	clueweb12-0406wb-27-11262
211	what is madagascar known for	clueweb12-0806wb-14-16800
211	what is madagascar known for	clueweb12-1312wb-45-09248
211	what is madagascar known for	clueweb12-1505wb-33-06270
211	what is madagascar known for	clueweb12-1907wb-67-17893
212	home theater systems	clueweb12-0108wb-41-17310
212	home theater systems	clueweb12-0206wb-65-03992
212	home theater systems	clueweb12-0608wb-76-13908
212	home theater systems	clueweb12-0712wb-72-20804
212	home theater systems	clueweb12-0715wb-91-08031
212	home theater systems	clueweb12-1103wb-96-17731
212	home theater systems	clueweb12-1212wb-52-09367
212	home theater systems	clueweb12-1213wb-03-14679
212	home theater systems	clueweb12-1707wb-95-29153
212	home theater systems	clueweb12-1707wb-95-29154
213	carpal tunnel syndrome	clueweb12-0000wb-32-22299
213	carpal tunnel syndrome	clueweb12-0003wb-48-22083
213	carpal tunnel syndrome	clueweb12-0206wb-04-12153
213	carpal tunnel syndrome	clueweb12-0303wb-13-01579
213	carpal tunnel syndrome	clueweb12-0914wb-83-26445
213	carpal tunnel syndrome	clueweb12-0915wb-04-21044
213	carpal tunnel syndrome	clueweb12-1507wb-66-21099
213	carpal tunnel syndrome	clueweb12-1510wb-89-09124
213	carpal tunnel syndrome	clueweb12-1808wb-38-14218
213	carpal tunnel syndrome	clueweb12-1808wb-62-27128
213	carpal tunnel syndrome	clueweb12-1808wb-66-08541
213	carpal tunnel syndrome	clueweb12-1808wb-98-22512
213	carpal tunnel syndrome	clueweb12-1809wb-03-12644
213	carpal tunnel syndrome	clueweb12-1809wb-03-12645
213	carpal tunnel syndrome	clueweb12-1809wb-54-25460
213	carpal tunnel syndrome	clueweb12-1809wb-56-16753
213	carpal tunnel syndrome	clueweb12-1809wb-56-16754
214	capital gains tax rate	clueweb12-0003wb-84-12067
214	capital gains tax rate	clueweb12-0010wb-91-10775
214	capital gains tax rate	clueweb12-0011wb-17-26705
214	capital gains tax rate	clueweb12-0011wb-62-03765
214	capital gains tax rate	clueweb12-0012wb-15-12275
214	capital gains tax rate	clueweb12-0107wb-00-12757
214	capital gains tax rate	clueweb12-0109wb-61-07769
214	capital gains tax rate	clueweb12-0209wb-37-30731
214	capital gains tax rate	clueweb12-0402wb-30-08361
214	capital gains tax rate	clueweb12-0403wb-14-21533
214	capital gains tax rate	clueweb12-0411wb-47-14286
214	capital gains tax rate	clueweb12-0915wb-06-05225
214	capital gains tax rate	clueweb12-1101tw-05-19777
214	capital gains tax rate	clueweb12-1301wb-53-25827
214	capital gains tax rate	clueweb12-1412wb-23-27027
214	capital gains tax rate	clueweb12-1502wb-65-10621
214	capital gains tax rate	clueweb12-1804wb-06-24686
214	capital gains tax rate	clueweb12-1804wb-55-03111
215	maryland department of natural resources	clueweb12-0001wb-88-20996
215	maryland department of natural resources	clueweb12-0004wb-90-09669
215	maryland department of natural resources	clueweb12-0005wb-54-03412
215	maryland department of natural resources	clueweb12-0112wb-02-01048
215	maryland department of natural resources	clueweb12-0306wb-65-02888
215	maryland department of natural resources	clueweb12-0307wb-91-07141
215	maryland department of natural resources	clueweb12-0503wb-58-26560
215	maryland department of natural resources	clueweb12-0715wb-79-09334
215	maryland department of natural resources	clueweb12-0908wb-91-22893
215	maryland department of natural resources	clueweb12-0911wb-37-08377
215	maryland department of natural resources	clueweb12-1105wb-87-15797
215	maryland department of natural resources	clueweb12-1409wb-45-06683
215	maryland department of natural resources	clueweb12-1711wb-49-03948
215	maryland department of natural resources	clueweb12-1809wb-32-18598
215	maryland department of natural resources	clueweb12-1908wb-76-08625
216	nicolas cage movies	clueweb12-0006wb-40-03235
216	nicolas cage movies	clueweb12-0403wb-92-03826
216	nicolas cage movies	clueweb12-0504wb-30-32140
216	nicolas cage movies	clueweb12-0505wb-72-12532
216	nicolas cage movies	clueweb12-0700wb-82-02240
216	nicolas cage movies	clueweb12-0701wb-07-13177
216	nicolas cage movies	clueweb12-1704wb-36-10607
216	nicolas cage movies	clueweb12-1708wb-82-10922
216	nicolas cage movies	clueweb12-1803wb-14-26022
216	nicolas cage movies	clueweb12-1807wb-85-10975
216	nicolas cage movies	clueweb12-1905wb-46-09873
216	nicolas cage movies	clueweb12-1910wb-14-17715
216	nicolas cage movies	clueweb12-1910wb-19-23405
216	nicolas cage movies	clueweb12-1911wb-02-24306
217	kids earth day activities	clueweb12-0002wb-20-12387
217	kids earth day activities	clueweb12-0007wb-14-06856
217	kids earth day activities	clueweb12-0007wb-14-06869
217	kids earth day activities	clueweb12-0009wb-00-34800
217	kids earth day activities	clueweb12-0010wb-80-22837
217	kids earth day activities	clueweb12-0211wb-03-12769
217	kids earth day activities	clueweb12-0401wb-52-01968
217	kids earth day activities	clueweb12-1116wb-25-10952
217	kids earth day activities	clueweb12-1200tw-27-07619
217	kids earth day activities	clueweb12-1415wb-49-10448
217	kids earth day activities	clueweb12-1415wb-59-13544
217	kids earth day activities	clueweb12-1600tw-36-10490
217	kids earth day activities	clueweb12-1615wb-59-19284
217	kids earth day activities	clueweb12-1800tw-12-00475
217	kids earth day activities	clueweb12-1800tw-26-20084
217	kids earth day activities	clueweb12-1800tw-47-15309
217	kids earth day activities	clueweb12-1800tw-49-09656
217	kids earth day activities	clueweb12-1802wb-09-11444
217	kids earth day activities	clueweb12-1900tw-06-01927
218	solar water fountains	clueweb12-0005wb-63-23135
218	solar water fountains	clueweb12-0300tw-33-01415
218	solar water fountains	clueweb12-0402wb-16-14038
218	solar water fountains	clueweb12-0606wb-62-20960
218	solar water fountains	clueweb12-1311wb-28-11930
218	solar water fountains	clueweb12-1312wb-59-24045
218	solar water fountains	clueweb12-1312wb-91-22789
218	solar water fountains	clueweb12-1400wb-87-25559
218	solar water fountains	clueweb12-1802wb-93-08416
218	solar water fountains	clueweb12-1806wb-21-10292
219	what was the name of elvis presley home	clueweb12-0008wb-20-10334
219	what was the name of elvis presley home	clueweb12-0109wb-58-04336
219	what was the name of elvis presley home	clueweb12-0110wb-35-05111
219	what was the name of elvis presley home	clueweb12-0110wb-45-00009
219	what was the name of elvis presley home	clueweb12-0111wb-01-14992
219	what was the name of elvis presley home	clueweb12-0300wb-55-26504
219	what was the name of elvis presley home	clueweb12-0404wb-24-06285
219	what was the name of elvis presley home	clueweb12-0404wb-77-00822
219	what was the name of elvis presley home	clueweb12-0503wb-78-19226
219	what was the name of elvis presley home	clueweb12-0702wb-09-07285
219	what was the name of elvis presley home	clueweb12-0703wb-83-00664
219	what was the name of elvis presley home	clueweb12-0704wb-08-14054
219	what was the name of elvis presley home	clueweb12-0704wb-35-01969
219	what was the name of elvis presley home	clueweb12-1000wb-92-14413
219	what was the name of elvis presley home	clueweb12-1012wb-55-12894
219	what was the name of elvis presley home	clueweb12-1105wb-24-16725
219	what was the name of elvis presley home	clueweb12-1514wb-35-26089
220	nba records 	clueweb12-0208wb-83-11015
220	nba records 	clueweb12-0210wb-33-03426
220	nba records 	clueweb12-0211wb-00-05809
220	nba records 	clueweb12-0304wb-98-30497
220	nba records 	clueweb12-0305wb-21-26356
220	nba records 	clueweb12-0308wb-38-31731
220	nba records 	clueweb12-0506wb-69-05091
220	nba records 	clueweb12-0600wb-74-16426
220	nba records 	clueweb12-0603wb-33-14975
220	nba records 	clueweb12-0603wb-51-23624
220	nba records 	clueweb12-0603wb-60-33443
220	nba records 	clueweb12-0706wb-23-28607
220	nba records 	clueweb12-1210wb-69-13476
220	nba records 	clueweb12-1300tw-39-19917
220	nba records 	clueweb12-1413wb-39-13405
220	nba records 	clueweb12-1616wb-21-09524
220	nba records 	clueweb12-1800tw-56-10639
221	electoral college 2008 results	clueweb12-0102wb-63-30997
221	electoral college 2008 results	clueweb12-0200tw-62-11581
221	electoral college 2008 results	clueweb12-0211wb-56-09459
221	electoral college 2008 results	clueweb12-0311wb-25-07522
221	electoral college 2008 results	clueweb12-0311wb-25-07523
221	electoral college 2008 results	clueweb12-0311wb-25-07524
221	electoral college 2008 results	clueweb12-0311wb-25-07525
221	electoral college 2008 results	clueweb12-0311wb-25-07526
221	electoral college 2008 results	clueweb12-0311wb-25-07527
221	electoral college 2008 results	clueweb12-0311wb-25-07528
221	electoral college 2008 results	clueweb12-0311wb-25-07529
221	electoral college 2008 results	clueweb12-0311wb-31-09384
221	electoral college 2008 results	clueweb12-0311wb-31-09385
221	electoral college 2008 results	clueweb12-0609wb-76-24974
221	electoral college 2008 results	clueweb12-0803wb-56-08843
221	electoral college 2008 results	clueweb12-0808wb-92-01815
221	electoral college 2008 results	clueweb12-1100wb-56-08701
221	electoral college 2008 results	clueweb12-1100wb-63-16576
221	electoral college 2008 results	clueweb12-1615wb-92-14872
222	male menopause	clueweb12-0207wb-45-06481
222	male menopause	clueweb12-0208wb-95-15829
222	male menopause	clueweb12-0304wb-04-16409
222	male menopause	clueweb12-0705wb-12-27896
222	male menopause	clueweb12-0808wb-99-01109
222	male menopause	clueweb12-0808wb-99-01111
222	male menopause	clueweb12-0809wb-25-02332
222	male menopause	clueweb12-0809wb-25-02335
222	male menopause	clueweb12-1513wb-89-27026
222	male menopause	clueweb12-1807wb-43-29816
222	male menopause	clueweb12-1813wb-02-26053
222	male menopause	clueweb12-1908wb-54-28362
223	usda food pyramid	clueweb12-0005wb-40-27730
223	usda food pyramid	clueweb12-0006wb-16-21336
223	usda food pyramid	clueweb12-0112wb-09-15320
223	usda food pyramid	clueweb12-0203wb-76-07248
223	usda food pyramid	clueweb12-0309wb-64-31123
223	usda food pyramid	clueweb12-0600wb-79-13838
223	usda food pyramid	clueweb12-1314wb-94-12519
223	usda food pyramid	clueweb12-1614wb-49-26573
223	usda food pyramid	clueweb12-1614wb-91-24314
223	usda food pyramid	clueweb12-1615wb-14-17329
223	usda food pyramid	clueweb12-1615wb-34-23638
223	usda food pyramid	clueweb12-1615wb-34-23645
223	usda food pyramid	clueweb12-1615wb-60-12219
223	usda food pyramid	clueweb12-1706wb-75-20623
223	usda food pyramid	clueweb12-1707wb-31-11881
223	usda food pyramid	clueweb12-1707wb-31-11899
223	usda food pyramid	clueweb12-1707wb-48-23827
223	usda food pyramid	clueweb12-1707wb-63-05265
223	usda food pyramid	clueweb12-1707wb-94-05278
223	usda food pyramid	clueweb12-1908wb-74-11006
224	making chicken soup from scratch	clueweb12-0201wb-87-30516
224	making chicken soup from scratch	clueweb12-0202wb-06-30490
224	making chicken soup from scratch	clueweb12-0202wb-06-30499
224	making chicken soup from scratch	clueweb12-0202wb-06-30534
224	making chicken soup from scratch	clueweb12-0202wb-14-11283
224	making chicken soup from scratch	clueweb12-0202wb-14-11292
224	making chicken soup from scratch	clueweb12-0202wb-83-15681
224	making chicken soup from scratch	clueweb12-0211wb-21-32346
224	making chicken soup from scratch	clueweb12-0306wb-05-25055
224	making chicken soup from scratch	clueweb12-0306wb-09-13171
224	making chicken soup from scratch	clueweb12-0306wb-40-06268
224	making chicken soup from scratch	clueweb12-0309wb-21-29835
224	making chicken soup from scratch	clueweb12-0400wb-92-13808
224	making chicken soup from scratch	clueweb12-0612wb-82-15790
224	making chicken soup from scratch	clueweb12-0800tw-43-07410
224	making chicken soup from scratch	clueweb12-1100tw-15-14295
224	making chicken soup from scratch	clueweb12-1407wb-02-23177
224	making chicken soup from scratch	clueweb12-1612wb-01-23882
224	making chicken soup from scratch	clueweb12-1810wb-18-06832
225	black and gold	clueweb12-0011wb-03-12411
225	black and gold	clueweb12-0011wb-32-19723
225	black and gold	clueweb12-0300wb-69-15658
225	black and gold	clueweb12-0409wb-31-09670
225	black and gold	clueweb12-0409wb-31-09672
225	black and gold	clueweb12-0409wb-57-19591
225	black and gold	clueweb12-0409wb-69-18864
225	black and gold	clueweb12-1807wb-65-13301
225	black and gold	clueweb12-1808wb-69-24228
226	traverse city	clueweb12-0003wb-92-11555
226	traverse city	clueweb12-0101wb-55-26898
226	traverse city	clueweb12-0300tw-40-16815
226	traverse city	clueweb12-0404wb-62-04616
226	traverse city	clueweb12-0915wb-10-02214
226	traverse city	clueweb12-1604wb-99-37834
226	traverse city	clueweb12-1805wb-17-05569
226	traverse city	clueweb12-1805wb-33-27355
226	traverse city	clueweb12-1805wb-87-03547
226	traverse city	clueweb12-1805wb-87-04018
227	i will survive lyrics	clueweb12-0005wb-02-15776
227	i will survive lyrics	clueweb12-0010wb-78-08785
227	i will survive lyrics	clueweb12-0300wb-87-03840
227	i will survive lyrics	clueweb12-0400wb-14-03400
227	i will survive lyrics	clueweb12-0407wb-03-05726
227	i will survive lyrics	clueweb12-0503wb-26-03483
227	i will survive lyrics	clueweb12-0507wb-32-02937
227	i will survive lyrics	clueweb12-0602wb-19-33139
227	i will survive lyrics	clueweb12-0603wb-05-22766
227	i will survive lyrics	clueweb12-0609wb-67-18641
227	i will survive lyrics	clueweb12-1409wb-79-11456
227	i will survive lyrics	clueweb12-1515wb-65-27668
227	i will survive lyrics	clueweb12-1613wb-07-32091
228	hawaiian volcano observatories	clueweb12-0002wb-08-31066
228	hawaiian volcano observatories	clueweb12-0010wb-91-14655
228	hawaiian volcano observatories	clueweb12-0011wb-03-24728
228	hawaiian volcano observatories	clueweb12-0013wb-33-27054
228	hawaiian volcano observatories	clueweb12-0100wb-87-08319
228	hawaiian volcano observatories	clueweb12-0109wb-39-22383
228	hawaiian volcano observatories	clueweb12-0110wb-93-17501
228	hawaiian volcano observatories	clueweb12-0110wb-93-17508
228	hawaiian volcano observatories	clueweb12-0110wb-93-17510
228	hawaiian volcano observatories	clueweb12-0303wb-54-22340
228	hawaiian volcano observatories	clueweb12-0305wb-81-07831
228	hawaiian volcano observatories	clueweb12-0401wb-70-27800
228	hawaiian volcano observatories	clueweb12-0406wb-03-17724
228	hawaiian volcano observatories	clueweb12-0406wb-97-32498
228	hawaiian volcano observatories	clueweb12-0803wb-40-15601
228	hawaiian volcano observatories	clueweb12-0808wb-66-06938
229	beef stroganoff recipe	clueweb12-0007wb-97-19131
229	beef stroganoff recipe	clueweb12-0310wb-16-18000
229	beef stroganoff recipe	clueweb12-0311wb-64-20275
229	beef stroganoff recipe	clueweb12-1316wb-37-33009
229	beef stroganoff recipe	clueweb12-1503wb-79-12697
229	beef stroganoff recipe	clueweb12-1503wb-79-12700
229	beef stroganoff recipe	clueweb12-1503wb-84-01751
229	beef stroganoff recipe	clueweb12-1503wb-84-01752
229	beef stroganoff recipe	clueweb12-1503wb-84-01756
229	beef stroganoff recipe	clueweb12-1503wb-86-27629
229	beef stroganoff recipe	clueweb12-1503wb-86-27632
229	beef stroganoff recipe	clueweb12-1503wb-86-27635
229	beef stroganoff recipe	clueweb12-1504wb-17-22486
229	beef stroganoff recipe	clueweb12-1504wb-25-10677
229	beef stroganoff recipe	clueweb12-1504wb-28-08366
229	beef stroganoff recipe	clueweb12-1504wb-28-08367
229	beef stroganoff recipe	clueweb12-1504wb-28-08368
229	beef stroganoff recipe	clueweb12-1504wb-28-08370
229	beef stroganoff recipe	clueweb12-1504wb-33-01478
229	beef stroganoff recipe	clueweb12-1901wb-16-15464
230	world's biggest dog 	clueweb12-0012wb-72-20261
230	world's biggest dog 	clueweb12-0102wb-56-11337
230	world's biggest dog 	clueweb12-0109wb-78-22647
230	world's biggest dog 	clueweb12-0300tw-38-01117
230	world's biggest dog 	clueweb12-0500tw-11-00201
230	world's biggest dog 	clueweb12-1401wb-38-24583
230	world's biggest dog 	clueweb12-1415wb-74-08061
230	world's biggest dog 	clueweb12-1500tw-87-00084
230	world's biggest dog 	clueweb12-1500tw-87-00085
230	world's biggest dog 	clueweb12-1616wb-78-03336
230	world's biggest dog 	clueweb12-1714wb-42-10136
230	world's biggest dog 	clueweb12-1900tw-05-18742
230	world's biggest dog 	clueweb12-1900tw-07-15075
230	world's biggest dog 	clueweb12-1900wb-92-07726
231	what are the seven deadly sins	clueweb12-0002wb-43-06079
231	what are the seven deadly sins	clueweb12-0002wb-83-18014
231	what are the seven deadly sins	clueweb12-0011wb-50-07726
231	what are the seven deadly sins	clueweb12-0108wb-04-30933
231	what are the seven deadly sins	clueweb12-0301wb-70-19154
231	what are the seven deadly sins	clueweb12-0302wb-17-12978
231	what are the seven deadly sins	clueweb12-0501wb-44-08917
231	what are the seven deadly sins	clueweb12-0503wb-33-12235
231	what are the seven deadly sins	clueweb12-0705wb-23-09082
231	what are the seven deadly sins	clueweb12-0805wb-08-08119
231	what are the seven deadly sins	clueweb12-0805wb-08-08122
231	what are the seven deadly sins	clueweb12-0805wb-41-18204
231	what are the seven deadly sins	clueweb12-0805wb-41-18217
231	what are the seven deadly sins	clueweb12-0806wb-79-11440
231	what are the seven deadly sins	clueweb12-0807wb-03-19968
231	what are the seven deadly sins	clueweb12-0908wb-89-01476
231	what are the seven deadly sins	clueweb12-1311wb-66-10832
231	what are the seven deadly sins	clueweb12-1614wb-27-13261
231	what are the seven deadly sins	clueweb12-1704wb-46-25975
231	what are the seven deadly sins	clueweb12-1815wb-12-12429
232	hurricane Irene flooding in manville nj	clueweb12-0204wb-91-33259
232	hurricane Irene flooding in manville nj	clueweb12-0205wb-88-32841
232	hurricane Irene flooding in manville nj	clueweb12-0400tw-54-21005
232	hurricane Irene flooding in manville nj	clueweb12-0500tw-08-21793
232	hurricane Irene flooding in manville nj	clueweb12-0500tw-08-21794
232	hurricane Irene flooding in manville nj	clueweb12-0500tw-12-01206
232	hurricane Irene flooding in manville nj	clueweb12-0500tw-12-01207
232	hurricane Irene flooding in manville nj	clueweb12-0713wb-31-10811
232	hurricane Irene flooding in manville nj	clueweb12-0715wb-46-25593
232	hurricane Irene flooding in manville nj	clueweb12-0800wb-45-41384
232	hurricane Irene flooding in manville nj	clueweb12-1302wb-57-00081
232	hurricane Irene flooding in manville nj	clueweb12-1316wb-24-21091
232	hurricane Irene flooding in manville nj	clueweb12-1406wb-80-18663
232	hurricane Irene flooding in manville nj	clueweb12-1806wb-37-05721
232	hurricane Irene flooding in manville nj	clueweb12-1806wb-37-05722
232	hurricane Irene flooding in manville nj	clueweb12-1806wb-86-00079
233	hair dye	clueweb12-0012wb-93-02071
233	hair dye	clueweb12-1400tw-39-15066
233	hair dye	clueweb12-1400tw-40-24347
233	hair dye	clueweb12-1400tw-42-24037
233	hair dye	clueweb12-1500tw-20-04465
233	hair dye	clueweb12-1600tw-02-14122
233	hair dye	clueweb12-1800wb-58-18558
233	hair dye	clueweb12-1913wb-23-06522
234	dark chocolate health benefits	clueweb12-0105wb-35-23708
234	dark chocolate health benefits	clueweb12-0209wb-10-16581
234	dark chocolate health benefits	clueweb12-0503wb-59-26408
234	dark chocolate health benefits	clueweb12-0700tw-06-04475
234	dark chocolate health benefits	clueweb12-0800tw-08-07063
234	dark chocolate health benefits	clueweb12-0800tw-55-23347
234	dark chocolate health benefits	clueweb12-1000tw-62-04163
234	dark chocolate health benefits	clueweb12-1107wb-09-16015
234	dark chocolate health benefits	clueweb12-1207wb-52-22989
234	dark chocolate health benefits	clueweb12-1400tw-40-12850
234	dark chocolate health benefits	clueweb12-1400tw-57-16726
234	dark chocolate health benefits	clueweb12-1602wb-93-04257
